DATE DE CLASSEMENT;DATE DE PUBLICATION DE L'ÉTABLISSEMENT;TYPOLOGIE DE L'ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION;NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;TÉLÉPHONE;COURRIEL;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITÉS D'HABITATION;NOMBRE DE LOGEMENTS
27/11/2012;27/11/2012;HÔTEL;1 étoile;-;-;PREMIÈRE CLASSE;CITé DE L'AUTO, RUE LOUISE WEISS;95310;SAINT-OUEN-L'AUMÔNE;134219802;pcsoa@orange.fr;http://premiereclasse.com;-;203;82;-;-;-
27/11/2012;27/11/2012;HÔTEL;3 étoiles;-;-;HÔTEL ASTOR;19 Bis rue du mont valérien;92150;SURESNES;145061552;info@hotelastor.fr;http://www.hotelastor.fr;-;84;50;-;-;-
27/11/2012;27/11/2012;HÔTEL;3 étoiles;-;-;HÔTEL LA MANUFACTURE;8 rue Philippe de Champagne;75013;PARIS;145354525;reservation@hotel-la-manufacture.com;http://www.hotel-la-manufacture.com;-;104;57;-;-;-
27/11/2012;27/11/2012;HÔTEL;3 étoiles;-;-;HÔTEL GALILEO;54 rue Galilée;75008;PARIS;147206606;info@galileohotel.com;http://www.galileo-paris-hotel.com;-;50;27;-;-;-
27/11/2012;27/11/2012;HÔTEL;4 étoiles;-;-;HÔTEL WEST END ;7 RUE CLéMENT MAROT;75008;PARIS;147203078;reservation@hotel-west-end.com;http://www.hotel-west-end.com;-;99;49;-;-;-
27/11/2012;27/11/2012;HÔTEL;2 étoiles;-;-;HÔTEL AU FIRMAMENT;58 rue de la sablière;92600;ASNIÈRES-SUR-SEINE;147931066;aufirmament@gmail.com;http://www.choicehotels.fr;-;78;39;-;-;-
27/11/2012;27/11/2012;HÔTEL;3 étoiles;-;-;HÔTEL GOLF DU DOMAINE DU TREMBLAY;2 place de l'église;78490;LE TREMBLAY-SUR-MAULDRE;134942570;accueil@domainedutremblay.com;http://www.domainedutremblay.com;-;100;50;-;-;-
27/11/2012;27/11/2012;HÔTEL;4 étoiles;-;-;RÉSIDENCE NELL;60 rue Richer;75009;PARIS;153249898;r.nell@charmandmore.com;http://www.residencenell.com;-;56;17;-;-;-
27/11/2012;27/11/2012;HÔTEL;4 étoiles;-;-;HÔTEL THÉRÈSE;5/7 RUE THéRèSE;75001;PARIS;142968001;k.sanchez@hoteltherese.com;http://www.hoteltherese.com;-;97;43;-;-;-
26/11/2012;26/11/2012;HÔTEL;4 étoiles;-;-;LE DOMAINE DE LA CORNICHE;5 route de la Corniche;78270;ROLLEBOISE;130932000;contact@domainedelacorniche.com;www.domainedelacorniche.com;-;79;34;-;-;-
26/11/2012;26/11/2012;HÔTEL;3 étoiles;-;-;HÔTEL RICHMOND OPÉRA;11 rue du Helder;75009;PARIS;147705320;paris@richmond-hotel.com;www.richmond-hotel.com;-;125;59;-;-;-
26/11/2012;26/11/2012;HÔTEL;3 étoiles;-;-;HÔTEL LE ROBINET D'OR;7 rue eugène varlin;75010;PARIS;144651450;info@lerobinetdor.com;-;-;32;16;-;-;-
23/11/2012;23/11/2012;HÔTEL;2 étoiles;-;-;HÔTEL CLUNY SORBONNE;8 rue Victor Cousin;75005;PARIS;143546666;cluny@club-internet.fr;http://www.hotel-cluny.fr/index.html;-;46;23;-;-;-
23/11/2012;23/11/2012;HÔTEL;3 étoiles;-;-;HÔTEL COSMOTEL;17 boulevard de strasbourg;75010;PARIS ;145233255;cosmotel@free.fr;http://cosmotel.free.fr/;-;56;30;-;-;-
23/11/2012;23/11/2012;HÔTEL;3 étoiles;-;-;IDÉAL HÔTEL DESIGN;108 BOULEVARD JOURDAN;75014;PARIS;04.45.40.45.16;reception@idealhotel.fr;idealhotel.fr;-;156;69;-;-;-
23/11/2012;23/11/2012;HÔTEL;1 étoile;-;-;HÔTEL WAGRAM;5 rue Poncelet;75017;PARIS;147641317;hotelwagram@aol.com;-;-;38;18;-;-;-
23/11/2012;23/11/2012;HÔTEL;3 étoiles;-;-;HÔTEL RESTAURANT CAMPANILE VILLEJUST ;2 AVENUE DES 2 LACS;91140;VILLEJUST;169311617;villejust@campanile.fr;www.campanile-villejust-za-courtaboeuf.fr/ ;-;200;95;-;-;-
23/11/2012;23/11/2012;HÔTEL;3 étoiles;-;-;HÔTEL LA RÉGENCE;69 avenue Gambetta;92400;COURBEVOIE;147880698;reservation@hotel-laregence.fr;www.hotel-laregence.fr;-;50;25;-;-;-
23/11/2012;23/11/2012;HÔTEL;2 étoiles;-;-;HÔTEL GARABEL;78 rue du 19 mars 1962;78370;PLAISIR;130556868;hotelgarabel@wanadoo.fr;-;-;91;44;-;-;-
23/11/2012;23/11/2012;HÔTEL;2 étoiles;-;-;HÔTEL LA ROTONDE;25 rue henri pinson;91200;ATHIS-MONS - 91200;169389778;citotel-la-rotonde@wanadoo.fr;-;-;46;22;-;-;-
23/11/2012;23/11/2012;HÔTEL;3 étoiles;-;-;HÔTEL LE JARDIN DE NEUILLY;5 rue Paul Déroulède;92200;NEUILLY-SUR-SEINE;146242277;reservation@hoteljdn.com;www.hoteljardindeneuilly.com;-;50;28;-;-;-
23/11/2012;23/11/2012;HÔTEL;1 étoile;-;-;HOTEL PREMIÈRE CLASSE BOISSY-SAINT-LÉGER;4 RUE POMPADOUR;94470;BOISSY-SAINT-LÉGER;145980304;boissystleger@premiereclasse.fr;-;-;188;76;-;-;-
23/11/2012;23/11/2012;HÔTEL;3 étoiles;-;-;LES CHEVAUX DE MARLY;3-5 place de l'abreuvoir;78160;MARLY-LE-ROI;139584761;contact@leschevauxdemarly.fr;www.leschevauxdemarly.fr;-;18;9;-;-;-
22/11/2012;22/11/2012;HÔTEL;2 étoiles;-;-;IBIS BUDGET AÉROPORT LE BOURGET GARONOR;RUE ROBERT BREMOND;93150;LE BLANC-MESNIL;158035902;H7403@accor.com;http://accorhotels.com;-;147;63;-;-;-
22/11/2012;22/11/2012;HÔTEL;2 étoiles;-;-;HÔTEL CAMPANILE PARIS OUEST BOULOGNE;5 rue Carnot;92100;BOULOGNE-BILLANCOURT;148252251;manager.boulogne@campanile.fr;http://www.campanile-paris-ouest-boulogne.fr/;-;119;55;-;-;-
20/11/2012;20/11/2012;HÔTEL;4 étoiles;-;-;HÔTEL LE TOURVILLE;16 avenue de Tourville;75007;PARIS;147056262;letourville@inwoodhotel.com;www.paris-hotel-tourville.com;-;59;30;-;-;-
19/11/2012;19/11/2012;HÔTEL;5 étoiles;-;-;L'HÔTEL DU COLLECTIONNEUR;51/57 rue de Courcelles;75008;PARIS;156798014;reservation@thegatecollection.com;www.hotelducollectionneur.com;-;1022;502;-;-;-
19/11/2012;19/11/2012;HÔTEL;3 étoiles;-;-;HÔTEL CAMPANILE MORANGIS;34 AVENUE FERDINAND DE LESSEPS;91420;MORANGIS;164486130;manager.morangis@campanile.fr;-;-;96;44;-;-;-
14/11/2012;14/11/2012;HÔTEL;3 étoiles;-;-;HÔTEL EUROSTARS PANORAMA;9 RUE DES MESSAGERiES;75010;PARIS;147704402;fom@eurostarspanorama.com;http://www.eurostarspanorama.com;-;89;43;-;-;-
13/11/2012;13/11/2012;HÔTEL;1 étoile;-;-;HÔTEL MODERNE;28 BIS AVENUE GAMBETTA;94210;SAINT-MAUR-DES-FOSSÉS;148852868;hotelmoderne94@orange.fr;http://hotel-moderne.fr/hotel-saint-maur-des-fosses.html;-;28;14;-;-;-
13/11/2012;13/11/2012;HÔTEL;1 étoile;-;-;HÔTEL MODERNE;19 BIS RUE PARMENTIER;94700;MAISONS-ALFORT;143767633;hotelmoderne.maisonsalfort@wanadoo.fr;http://www.hotel-moderne.fr/;-;80;40;-;-;-
13/11/2012;13/11/2012;HÔTEL;1 étoile;-;-;HÔTEL PREMIÈRE CLASSE DE COULOMMIERS;1100 RUE DU LIéTON;77120;MOUROUX;164750489;manager.coulommiers@premiereclasse.fr;http://www.premiere-classe-coulommiers-mouroux.fr/fr/index.aspx;-;206;70;-;-;-
13/11/2012;13/11/2012;HÔTEL;3 étoiles;-;-;HÔTEL ATRIUM;68 72 boulevard henri sellier;92150;SURESNES;142046076;resa@latriumhotel.com;www.latriumhotel.com;-;84;42;-;-;-
12/11/2012;12/11/2012;HÔTEL;3 étoiles;-;-;HÔTEL RÉSIDENCE EUROPE;52 boulevard du Général Leclerc;92110;CLICHY;147371310;laurent.mouchet@wanadoo.fr;http://hotel-residence-europe.com;-;271;83;-;-;-
06/11/2012;06/11/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING LA BELLE ÉTOILE;CHEMIN DE HALAGE;77000;MELUN;164394812;info@campinglabelleetoile.com;www.campinglabelleetoile.com;-;-;-;180;-;-
06/11/2012;06/11/2012;CAMPING;2 étoiles;Loisirs;-;CAMPING LES PRÉS;1 chemin rural des prés;77880;GREZ-SUR-LOING;164457275;camping-grez@wanadoo.fr;www.camping-grez-fontainebleau.info;-;-;-;133;-;-
06/11/2012;06/11/2012;CAMPING;3 étoiles;Loisirs;-;CAMPING LES PRÉS DE LA FONTAINE;11 CHEMIN DU CAMPING;77114;HERMÉ;164018608;richardhuxford2002@hotmail.com;"http://presdelafontaine;com";-;-;-;440;-;-
06/11/2012;06/11/2012;HÔTEL;4 étoiles;-;-;JAYS PARIS;6 rue Copernic;75016;PARIS;147041616;info@jays-paris.com;http://www.jays-paris.com/;-;10;5;-;-;-
06/11/2012;06/11/2012;HÔTEL;2 étoiles;-;-;HÔTEL VILLA DU MAINE;20 rue Ledion;75014;PARIS;145423329;info@villadumaine.fr;www.hotel-paris-villadumaine.com;-;70;39;-;-;-
06/11/2012;06/11/2012;HÔTEL;2 étoiles;-;-;HÔTEL ATLANTIQUE ;54 RUE FALGUIèRE;75015;PARIS;143207070;hotelatlantique@wanadoo.fr;www.hotel-atlantique-75.fr;-;51;27;-;-;-
06/11/2012;06/11/2012;HÔTEL;4 étoiles;-;-;HÔTEL DE CASTIGLIONE;38-40 RUE DU FAUBOURG SAINT-HONORé;75008;PARIS;144942525;resa@castiglionehotel.com;http://www.castiglionehotel.com;-;130;65;-;-;-
06/11/2012;06/11/2012;HÔTEL;2 étoiles;-;-;HÔTEL FLOR RIVOLI;13 rue des deux boules;75001;PARIS;142334960;hotel.flor-rivoli@orange.fr;www.hotel-flor-rivoli.com;-;32;20;-;-;-
05/11/2012;05/11/2012;HÔTEL;3 étoiles;-;-;HÔTEL ALPHA PARIS TOUR EIFFEL;26 rue émile landrin;92100;BOULOGNE-BILLANCOURT;146058052;HOTEL@ALPHA-PARIS-HOTEL.COM;http://alpha-paris-hotel.com/;-;63;34;-;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Loisirs;-;CAMPING DES MAUROIS;4 RUE DES MAUROIS;95810;GRISY-LES-PLÂTRES;134664317;patrick.guigo0091@orange.fr;-;-;-;-;170;-;-
31/10/2012;31/10/2012;HÔTEL;3 étoiles;-;-;HÔTEL ÉLYSÉE GARE DE LYON;234 RUE DE BERCY;75012;PARIS;143437777;contact@elyseegaredelyon.com;www.elyseegaredelyon.com;-;80;37;-;-;-
29/10/2012;29/10/2012;HÔTEL;2 étoiles;-;-;HÔTEL DE CABOURG;5 rue du Mont-Dore;75017;PARIS;145224123;hotelcabourgparis@hotel-de-cabourg-paris.fr;www.hoteldecabourg.fr;-;55;36;-;-;-
29/10/2012;29/10/2012;HÔTEL;3 étoiles;-;-;HÔTEL LECOURBE;28 rue Lecourbe;75015;PARIS;147344906;hotel.lecourbe@free.fr;www.hotel-lecourbe-eiffel.com;-;82;47;-;-;-
29/10/2012;29/10/2012;HÔTEL;4 étoiles;-;-;HÔTEL LE PAVILLON DE LA REINE;28 PLACE DES VOSGES;75003;PARIS;140291919;contact@pdlr.fr;www.pavillondelareine.com;-;125;54;-;-;-
29/10/2012;29/10/2012;HÔTEL;3 étoiles;-;-;TIMHOTEL NATION;5-7 RUE D 'Avron;75020;PARIS;143562929;nation@timhotel.fr;http://timhotel.com/fr/accueil.htm;-;74;50;-;-;-
29/10/2012;29/10/2012;HÔTEL;4 étoiles;-;-;HÔTEL L'ADRESSE;22 rue du Débarcadère;75017;PARIS;158050888;reservation@ladresse-hotel.com;http://ladresse-hotel.com/;-;46;23;-;-;-
29/10/2012;29/10/2012;HÔTEL;2 étoiles;-;-;HÔTEL TROYON;10 rue troyon;75015;PARIS;143801409;hotel.troyon@wanadoo.fr;www.hotel-troyon.com;-;66;33;-;-;-
29/10/2012;29/10/2012;HÔTEL;2 étoiles;-;-;HÔTEL BABY;1 RUE CHéNIER;75002;PARIS;142339276;bruno.rosso@me.com;http://www.hotelbaby-paris.com;-;42;22;-;-;-
29/10/2012;29/10/2012;HÔTEL;3 étoiles;-;-;CENTRAL HÔTEL PARIS;1 bis rue du Maine;75014;PARIS;145427797;lp.peron@wanadoo.fr;http://www.centralhotelparis.com;-;86;44;-;-;-
19/10/2012;19/10/2012;RÉSIDENCE DE TOURISME;2 étoiles;-;-;APPART'CITY;157 avenue Jean Jaurès;75019;PARIS;140036752;paris@appartcity.com;www.appartcity.com;-;168;-;-;84;-
19/10/2012;19/10/2012;RÉSIDENCE DE TOURISME;3 étoiles;-;-;RÉSIDENCE LE PATIO SAINT-ANTOINE - CORESOR;289 bis rue du faubourg saint-antoine;75011;PARIS;140094000;i.halin@homeplazza.com;http://lepatiosaintantoine.com;-;203;-;-;86;-
19/10/2012;19/10/2012;HÔTEL;3 étoiles;-;-;NOUVEL HÔTEL EIFFEL;5 rue des Volontaires;75015;PARIS;147347789;nouvelhotel2@wanadoo.fr;www.nouvelhotel-paris15.com;-;72;36;-;-;-
19/10/2012;19/10/2012;HÔTEL;3 étoiles;-;-;HÔTEL KYRIAD PARIS 9 MONTMARTRE;55 RUE JEAN-BAPTISTE PIGALLE;75009;PARIS;148741094;kyriadmontmartre09@wanadoo.fr;www.kyriad.fr;-;69;37;-;-;-
19/10/2012;19/10/2012;HÔTEL;2 étoiles;-;-;TIMHOTEL PLACE D'ITALIE BUTTE AUX CAILLES;22 RUE BARRAULT;75013;PARIS;145806767;arnauld.sakezyn@timhotel.fr;http://www.timhotel.com/fr/nos-hotels-details/45-timhotel-place-d-italie-butte-aux-cailles.htm;-;156;77;-;-;-
18/10/2012;18/10/2012;RÉSIDENCE DE TOURISME;4 étoiles;-;-;RÉSIDENCE ADAGIO PORTE DE VERSAILLES;16 rue Eliane Jeannin Garreau;92130;ISSY-LES-MOULINEAUX;155006868;h6797@adagio-city.com;www.adagio-city.com;-;656;-;-;251;-
18/10/2012;18/10/2012;RÉSIDENCE DE TOURISME;4 étoiles;-;-;OLIVARIUS APART'HOTEL;34 BOULEVARD DU PORT;95000;CERGY;134251575;welcome.cergy@olivarius.com;www.olivarius-cergy.com;-;428;-;-;130;-
18/10/2012;18/10/2012;HÔTEL;3 étoiles;-;-;HÔTEL DU CALVADOS;20 rue d'amsterdam;75009;PARIS;148743931;hotelcalvados@wanadoo.fr;www.hotelcalvados.com;-;46;25;-;-;-
17/10/2012;17/10/2012;HÔTEL;4 étoiles;-;-;SEHO HILTON PARIS ORLY AIRPORT;Orly Sud 267;94544;ORLY AÉROGARE CEDEX;145124501;nancy.van.kuler@hilton.com;http://www.hilton.com;-;2240;340;-;-;-
16/10/2012;16/10/2012;RÉSIDENCE DE TOURISME;2 étoiles;-;-;RÉSIDENCE ADAGIO ACCESS ASNIÈRES;16 rue des Fréres Chausson;92600;ASNIÈRES-SUR-SEINE;146884000;h8447@adagio-city.com;www.adagio-city.com;-;294;-;-;135;-
16/10/2012;16/10/2012;RÉSIDENCE DE TOURISME;2 étoiles;-;-;AMHOTEL;96 AVENUE DE CHOISY;75013;PARIS;144232202;amhotel-italie@wanadoo.fr;www.amhotelitalie.com;-;53;-;-;21;-
16/10/2012;16/10/2012;HÔTEL;4 étoiles;-;-;HÔTEL WINDSOR OPÉRA;10 rue Gabriel Laumain;75010;PARIS;148009898;contact@hotelwindsor.com;www.hotelwindsor.com;-;50;24;-;-;-
16/10/2012;16/10/2012;HÔTEL;3 étoiles;-;-;HÔTEL AMIRAL FONDARY;30 rue fondary;75015;PARIS;145751475;lefondary@wanadoo.fr;www.hotelamiralfondary.com;-;40;20;-;-;-
16/10/2012;16/10/2012;PARC RÉSIDENTIEL DE LOISIRS;1 étoile;-;-;LES TULIPIERS;1 rue Richebourg;77230;THIEUX;160260406;navajas51@aol.com;-;-;-;-;50;-;-
16/10/2012;16/10/2012;HÔTEL;3 étoiles;-;-;HÔTEL BEAUSÉJOUR RANELAGH;99 rue de ranelagh;75016;PARIS;142881439;hotelbeausejourranelagh@wanadoo.fr;www.beausejour-ranelagh.com;-;64;30;-;-;-
16/10/2012;16/10/2012;HÔTEL;2 étoiles;-;-;HÔTEL DE BELFORT;20 rue de belfort;75011;PARIS;143792414;hotelbelfort@yahoo.fr;www.hoteldebelfort.com;-;74;32;-;-;-
16/10/2012;16/10/2012;HÔTEL;2 étoiles;-;-;HÔTEL ROMA SACRÉ-COEUR;101 rue Caulaincourt;75018;PARIS;142620202;hotel.roma@wanadoo.fr;www.hotelroma.fr;-;99;54;-;-;-
16/10/2012;16/10/2012;HÔTEL;3 étoiles;-;-;TIMHOTEL LE LOUVRE;4 rue croix des petits champs;75001;PARIS;142603486;louvre@timhotel.fr;www.timhotel.com;-;99;56;-;-;-
16/10/2012;16/10/2012;HÔTEL;3 étoiles;-;-;TIMHOTEL MONTMARTRE;11 RUE RAVIGNAN;75018;PARIS;142557479;apegahi@timhotel.fr;http://www.timhotel.com;-;125;59;-;-;-
15/10/2012;15/10/2012;CAMPING;2 étoiles;Loisirs;-;CAMPING DE L'ILE DEMOISELLE;chemin du port ;77410;ANNET-SUR-MARNE;160260307;ile.demoiselle@live.fr;http://www ile-demoiselle.fr;-;-;-;169;-;-
12/10/2012;12/10/2012;RÉSIDENCE DE TOURISME;3 étoiles;-;-;RESIDENCE DU PARC - ESPACE 2 VACANCES;2 rue Edouard Buffard;77144;MONTÉVRAIN;160317400;rdp@espace2vacances.fr;www.laresidenceduparc.fr;-;484;-;-;153;-
10/10/2012;10/10/2012;HÔTEL;2 étoiles;-;-;AKENA CITY PARIS NORD SAINT-WITZ;3 rue Jean Moulin, Zone Hôtelière;95470;SAINT-WITZ;134312060;akenacity.saint-witz@hotmail.fr;-;-;127;48;-;-;-
10/10/2012;10/10/2012;HÔTEL;2 étoiles;-;-;IBIS BUDGET VERSAILLE COIGNIÈRES;RUE DU GIbET ;78310;COIGNIÈRES;892683167;h2546-re@accor.com;wwwibisbudget.com;-;160;50;-;-;-
10/10/2012;10/10/2012;HÔTEL;3 étoiles;-;-;TIMHOTEL GARE DU NORD;10 Rue Philippe de Girard;75010;PARIS;140352929;arais@timhotel.fr;https://www.timhotel.com/hotels/vf/g-nord.html ;-;135;76;-;-;-
09/10/2012;09/10/2012;HÔTEL;3 étoiles;-;-;HOTEL RESTAURANT KYRIAD;80 AVENUE GABRIEL PéRI;95870;BEZONS;33134233232;bezons@kyriad.fr;kyriad.com;-;240;77;-;-;-
09/10/2012;09/10/2012;HÔTEL;1 étoile;-;-;HÔTEL PREMIÈRE CLASSE LA VILLE DU BOIS;ALLéE SAINT-FIACRE;91620;LA VILLE-DU-BOIS;169637881;manager.lavilledubois@premiereclasse.fr;-;-;174;69;-;-;-
09/10/2012;09/10/2012;HÔTEL;2 étoiles;-;-;HÔTEL BALLADINS LES MUREAUX;11 RUE LEVASSOR;78130;LES MUREAUX;130914056;lesmureaux.levassor.direction@balladins.eu;http://www.balladins.com;-;170;76;-;-;-
09/10/2012;09/10/2012;HÔTEL;3 étoiles;-;-;COMFORT HÔTEL ÉRAGNY;Parc d'activités les Bellevues, route nationale 184;95610;ÉRAGNY-SUR-OISE;134219155;aberrurier@hotmail.com;www.hotel-comfort-eragny.com/;-;150;50;-;-;-
09/10/2012;09/10/2012;HÔTEL;2 étoiles;-;-;AUBERGE DU LION D'OR;2 rue du bac;77730;NANTEUIL-SUR-MARNE;160236221;lion.dor.nanteuil@wanadoo.fr;aubergeduliondor77.jimdo.com;-;24;9;-;-;-
09/10/2012;09/10/2012;CAMPING;4 étoiles;Loisirs;-;CARAVANING DU CHOISEL;COURCELLES LA ROUE ;77750;SAINT-CYR-SUR-MORIN;160238493;campingduchoisel@wanadoo.fr;-;-;-;-;89;-;-
09/10/2012;09/10/2012;HÔTEL;2 étoiles;-;-;HÔTEL BELLEVUE;46 RUE PASQUIER;75008;PARIS;143875068;bellevue.saint.lazare@wanadoo.fr;www.hotelbellevue-paris8.fr;-;84;39;-;-;-
09/10/2012;09/10/2012;HÔTEL;2 étoiles;-;-;HÔTEL GÉRANDO;11 RUE GéRANDO;75009;PARIS;145266563;hotel.gerando@wanadoo.fr;www.hotelgerando.cpm;-;77;43;-;-;-
09/10/2012;09/10/2012;HÔTEL;1 étoile;-;-;HÔTEL MONTMARTRE ;4 rue de Clignancourt ;75018;PARIS;146062746;hotelmontmartreclign@orange.fr;www.montmartrehotelparis.fr;-;46;30;-;-;-
09/10/2012;09/10/2012;HÔTEL;4 étoiles;-;-;LE GREY HÔTEL;12 RUE DE PARME;75009;PARIS;155319393;contact@legrey-hotel.com;http://www.legrey-hotel.com/;-;71;33;-;-;-
09/10/2012;09/10/2012;HÔTEL;2 étoiles;-;-;HÔTEL AMIOT;76 Boulevard de Strasbourg ;75010;PARIS ;144898889;resa@hotel-amiot.com;http://hotel-amiot.com;-;149;68;-;-;-
08/10/2012;08/10/2012;HÔTEL;4 étoiles;-;-;HÔTEL VERNEUIL SANT-GERMAIN;8 rue de Verneuil;75007;PARIS;142600222;direction@hotelverneuil.com;www.hotel-verneuil-saint-germain.com;-;52;26;-;-;-
08/10/2012;08/10/2012;HÔTEL;4 étoiles;-;-;HÔTEL ATALA;10 rue châteaubriand;75008;PARIS;145620162;hotel@hotel-atala.com;http://www.hotel-atala.com/;-;86;48;-;-;-
08/10/2012;08/10/2012;HÔTEL;3 étoiles;-;-;BEST WESTERN HÔTEL MONTCALM;50 avenue Félix Faure;75015;PARIS;145549727;info@montcalmhotel.com;http://www.bestwestern.fr/;-;82;41;-;-;-
08/10/2012;08/10/2012;HÔTEL;3 étoiles;-;-;TIMHOTEL PARIS GARE DE L'EST;27 rue des récollets;75010;PARIS;146070707;gare-est@timhotel.fr;www.timhotel.com;-;113;53;-;-;-
08/10/2012;08/10/2012;HÔTEL;2 étoiles;-;-;WELCOME HÔTEL ;66 RUE DE SEINE;75006;PARIS;146342480;burel75@free.fr;http://hotelwelcomeparis.com;-;54;29;-;-;-
08/10/2012;08/10/2012;HÔTEL;3 étoiles;-;-;SUPER HÔTEL;208 RUE DES PYRéNéES;75020;PARIS;146369748;superhotel@wanadoo.fr;http://www.superhotelparis.fr;-;55;31;-;-;-
01/10/2012;01/10/2012;HÔTEL;3 étoiles;-;-;HÔTEL ERMITAGE DES LOGES;11 avenue des Loges;78100;SAINT-GERMAIN-EN-LAYE;139215090;ha072@accor.com;mercure.com;-;495;56;-;-;-
01/10/2012;01/10/2012;HÔTEL;2 étoiles;-;-;HÔTEL RESTAURANT MOTELIA;1 RUE CLAUDE BERNARD;77550;MOISSY-CRAMAYEL;164136969;francehotellerie@wanadoo.fr;www.hotel-motelia.com;-;171;42;-;-;-
01/10/2012;01/10/2012;HÔTEL;3 étoiles;-;-;AUBERGE DE LA TERRASSE;40 rue de la pêcherie;77250;MORET-SUR-LOING;160705103;aubergeddelaterrasse@wanadoo.fr;www.auberge-terrasse.com;-;37;17;-;-;-
01/10/2012;01/10/2012;HÔTEL;2 étoiles;-;-;BALLADINS SAVIGNY-LE-TEMPLE;155-159 rue de l'Industrie;77176;SAVIGNY-LE-TEMPLE;160630840;savigny@balladins.eu;www.balladins.com;-;217;107;-;-;-
01/10/2012;01/10/2012;HÔTEL;2 étoiles;-;-;HÔTEL SAINT-CHARLES;15 rue de groussay;78120;RAMBOUILLET;134830634;hotelstcharles@orange.fr;www.hotelstcharles.fr;-;45;14;-;-;-
01/10/2012;01/10/2012;HÔTEL;3 étoiles;-;-;HÔTEL CAMPANILE BRIE-COMTE-ROBERT;RUE GUSTAVE EIFFEL;77170;BRIE-COMTE-ROBERT;164057667;briecomterobert@campanile.fr;http://campanile.com;-;106;53;-;-;-
01/10/2012;01/10/2012;HÔTEL;2 étoiles;-;-;HÔTEL DE LA PERDRIX ROUGE;5 rue lassus;75019;PARIS;142060953;hotel-perdrixrouge@wanadoo.fr;http://hotel-perdrixrouge-paris.com/;-;56;29;-;-;-
01/10/2012;01/10/2012;HÔTEL;2 étoiles;-;-;HÔTEL MODERN'EST;91 boulevard de strasbourg;75010;PARIS;140377720;hotel-modernest@wanadoo.fr;www.hotel-modernest-paris.com;-;62;30;-;-;-
01/10/2012;01/10/2012;HÔTEL;3 étoiles;-;-;HÔTEL SAINT-CYR ÉTOILE;101 AVENUE DES TERNES;75017;PARIS;145748742;hotelsaintcyretoile@wanadoo.fr;www.hotelsaintcyretoile.fr;-;65;31;-;-;-
01/10/2012;01/10/2012;HÔTEL;3 étoiles;-;-;HÔTEL RESTAURANT LA VIEILLE FRANCE;151 RUE LAFAYETTE;75010;PARIS;145264237;la.vieille.france@wanadoo.fr;www.hotel-vieille-france.com;-;74;34;-;-;-
01/10/2012;01/10/2012;HÔTEL;3 étoiles;-;-;HÔTEL MINERVE;13 rue des écoles;75005;PARIS;143262604;resa@parishotelminerve.com;www.parishotelminerve.com;-;99;54;-;-;-
01/10/2012;01/10/2012;HÔTEL;3 étoiles;-;-;HÔTEL TERMINUS MONTPARNASSE;59 boulevard du Montparnasse;75006;PARIS;145489910;hotel@terminusmontparnasse.com;-;-;123;63;-;-;-
01/10/2012;01/10/2012;HÔTEL;5 étoiles;-;-;VICTORIA PALACE HÔTEL;6 rue Blaise Desgoffe;75006;PARIS;145497000;reservation@vphparis.com;www.victoriapalace.com;-;124;62;-;-;-
01/10/2012;01/10/2012;HÔTEL;2 étoiles;-;-;HÔTEL DE TURENNE;20 avenue de Tourville;75007;PARIS;147059992;hotel.turenne.paris7@wanadoo.fr;http://hotel-turenne.com;-;66;34;-;-;-
01/10/2012;01/10/2012;HÔTEL;4 étoiles;-;-;SAINT JAMES ALBANY HÔTEL SPA;202 RUE DE RIVOLI;75001;PARIS;144584300;reservations@saintjamesalbany.com;www.hotelsaintjamesalbanyparis.com;-;1750;186;-;-;-
01/10/2012;01/10/2012;HÔTEL;2 étoiles;-;-;HÔTEL ODESSA MONTPARNASSE;28 rue d'Odessa;75014;PARIS;143206478;reception@hotel-odessa.com;www.hotel-odessa.com;-;92;41;-;-;-
01/10/2012;01/10/2012;HÔTEL;2 étoiles;-;-;HÔTEL DU CYGNE;3-5 rue du Cygne;75001;PARIS;142601416;contact@hotelducygne.fr;www.hotelducygne.fr;-;25;20;-;-;-
01/10/2012;01/10/2012;HÔTEL;3 étoiles;-;-;HÔTEL LONDON;32  BOULEVARD DES iTALIENS;75009;PARIS;148245464;reserv@htlondon.com;www.hotel-london.fr;-;96;49;-;-;-
01/10/2012;01/10/2012;HÔTEL;3 étoiles;-;-;TIMHOTEL MONTPARNASSE;22 RUE DE L'ARRIVéE;75015;PARIS;145489662;gblanc@timhotel.fr;www.timotel.com;-;151;77;-;-;-
01/10/2012;01/10/2012;HÔTEL;3 étoiles;-;-;HÔTEL LE HOME LATIN ;15-17 RUE DU SOMMERARD;75005;PARIS;143262621;resa@homelatinhotel.com;www.hotelhomelatinparis.com;-;83;54;-;-;-
